cell_id,dataset,celltype,n_proteins_identified,intensity_max,intensity_min_detected,intensity_median,dynamic_range_log10
[335] Kidney_1cell_335.htrms.PG.Quantity,kidney768,Proximal straight tubule,370,183127.703125,167.0860595703125,770.0445251464844,3.0398138312384706
[80] Kidney_1cell_080.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,424,19364.720703125,248.92230224609375,900.1757202148438,1.8909474284916132
[146] Kidney_1cell_146.htrms.PG.Quantity,kidney768,Proximal straight tubule,337,1541940.875,205.36358642578125,909.477294921875,3.8755442810602627
[406] Kidney_1cell_406.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,239,171806.484375,176.67636108398438,707.3330688476562,2.9878611053562083
[48] Kidney_1cell_048.htrms.PG.Quantity,kidney768,Descending vasa recta,239,21746.146484375,210.11190795898438,683.2205200195312,2.014931642692398
[263] Kidney_1cell_263.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,847,353500.3125,120.06035614013672,500.31536865234375,3.4689901747684972
[589] Kidney_1cell_589.htrms.PG.Quantity,,,75,144901.84375,296.39056396484375,927.1776123046875,2.689209538410536
[417] Kidney_1cell_417.htrms.PG.Quantity,kidney768,CNT,1287,346014.46875,102.6422119140625,356.0105285644531,3.527768256985304
[739] Kidney_1cell_739.htrms.PG.Quantity,kidney768,Macula densa,229,1099273.125,234.03515625,857.211669921875,3.671824509400232
[174] Kidney_1cell_174.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,182,125073.1640625,197.2935028076172,690.6120300292969,2.8020513531615276
[628] Kidney_1cell_628.htrms.PG.Quantity,kidney768,Proximal straight tubule,997,96168.8203125,119.65141296386719,470.0110168457031,2.9051164570935195
[746] Kidney_1cell_746.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,245,2528358.5,226.59889221191406,857.3299560546875,4.047580870916288
[128] Kidney_1cell_128.htrms.PG.Quantity,kidney768,DCT2,1160,156685.3125,116.14950561523438,396.4842224121094,3.1300109225273456
[106] Kidney_1cell_106.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,604,492168.53125,186.0504913330078,626.3607788085938,3.422483020642403
[590] Kidney_1cell_590.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,1117,649444.9375,101.29718017578125,401.02978515625,3.8069449797625987
[206] Kidney_1cell_206.htrms.PG.Quantity,,,23,28095.26171875,218.94322204589844,989.4153442382812,2.1083015770523503
[495] Kidney_1cell_495.htrms.PG.Quantity,kidney768,Proximal straight tubule,1299,32404.89453125,78.30303192138672,369.8131103515625,2.616832033864887
[391] Kidney_1cell_391.htrms.PG.Quantity,kidney768,Unknown,136,501037.03125,227.13133239746094,1094.768310546875,3.3435927768455644
[673] Kidney_1cell_673.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,117,257465.34375,293.60284423828125,1594.0950927734375,2.942958520453512
[380] Kidney_1cell_380.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,620,284402.75,179.47393798828125,689.0216979980469,3.1999323993026727
[233] Kidney_1cell_233.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,178,19818.33984375,171.00331115722656,689.6890258789062,2.0640627516269663
[100] Kidney_1cell_100.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,421,254455.5625,188.41436767578125,585.1516723632812,3.1304979319997015
[225] Kidney_1cell_225.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,458,91984.28125,275.1026916503906,799.4936218261719,2.524218779577606
[493] Kidney_1cell_493.htrms.PG.Quantity,kidney768,Descending vasa recta,323,110890.0,212.77964782714844,801.6454467773438,2.7169622977228896
[573] Kidney_1cell_573.htrms.PG.Quantity,kidney768,CNT,821,549053.125,141.66720581054688,521.1455078125,3.588345039594012
[318] Kidney_1cell_318.htrms.PG.Quantity,kidney768,Proximal straight tubule,1351,84070.4921875,84.51174926757812,357.9132385253906,2.9977264989364967
[137] Kidney_1cell_137.htrms.PG.Quantity,kidney768,Descending vasa recta,304,234191.734375,244.98876953125,704.9182739257812,2.9804253864661643
[81] Kidney_1cell_081.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,776,244750.65625,160.3470458984375,626.3458557128906,3.183662901695389
[267] Kidney_1cell_267.htrms.PG.Quantity,kidney768,CNT,455,77869.3984375,137.08639526367188,516.6924438476562,2.7543724630160806
[260] Kidney_1cell_260.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,168,720856.5625,136.50509643554688,672.8437194824219,3.72269999039916
[569] Kidney_1cell_569.htrms.PG.Quantity,kidney768,Proximal straight tubule,306,386089.59375,221.35162353515625,823.4061889648438,3.2416053845467236
[42] Kidney_1cell_042.htrms.PG.Quantity,kidney768,Descending vasa recta,371,58079.6484375,223.19259643554688,878.606201171875,2.4153441944288705
[719] Kidney_1cell_719.htrms.PG.Quantity,kidney768,Proximal straight tubule,348,555892.0625,165.9931182861328,909.4801330566406,3.5249003893485154
[170] Kidney_1cell_170.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,447,640851.25,192.50836181640625,704.010009765625,3.52230763743581
[235] Kidney_1cell_235.htrms.PG.Quantity,kidney768,Descending vasa recta,259,250091.09375,183.317138671875,611.129638671875,3.1348951560136595
[599] Kidney_1cell_599.htrms.PG.Quantity,kidney768,Proximal straight tubule,909,399367.09375,125.78965759277344,537.2490234375,3.5017273429334512
[15] Kidney_1cell_015.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,268,216080.015625,224.52598571777344,936.8897705078125,2.9833479908713643
[657] Kidney_1cell_657.htrms.PG.Quantity,kidney768,Descending vasa recta,429,154730.9375,224.93434143066406,756.6597290039062,2.8375213912971637
[661] Kidney_1cell_661.htrms.PG.Quantity,kidney768,Proximal straight tubule,857,528834.625,154.19796752929688,577.1640014648438,3.535241233119672
[503] Kidney_1cell_503.htrms.PG.Quantity,kidney768,Proximal straight tubule,336,223491.171875,183.69931030273438,801.68017578125,3.08515284698553
[310] Kidney_1cell_310.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,286,29434.3046875,159.81651306152344,708.3482971191406,2.2652321303096015
[520] Kidney_1cell_520.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,339,365268.78125,209.8944854736328,882.3907470703125,3.2406115269889884
[203] Kidney_1cell_203.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,478,424279.4375,154.15640258789062,537.7515258789062,3.439690417384233
[401] Kidney_1cell_401.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,889,367545.65625,136.4482879638672,512.1986083984375,3.4303432036257098
[454] Kidney_1cell_454.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,271,186778.953125,127.86933135986328,780.4835205078125,3.1645615426831446
[339] Kidney_1cell_339.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,803,488368.84375,133.00198364257812,548.1799926757812,3.5648898314148147
[347] Kidney_1cell_347.htrms.PG.Quantity,kidney768,Descending vasa recta,792,406825.53125,133.02279663085938,477.48785400390625,3.485482126162323
[449] Kidney_1cell_449.htrms.PG.Quantity,kidney768,CNT,488,281300.90625,135.6129608154297,529.3836669921875,3.3168699333573595
[545] Kidney_1cell_545.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,646,323524.8125,159.08314514160156,688.5589599609375,3.3082834255953313
[532] Kidney_1cell_532.htrms.PG.Quantity,kidney768,CD-intercalated cells (type B),1243,415563.65625,113.35083770751953,395.2780456542969,3.5642128245807743
[232] Kidney_1cell_232.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,195,416502.78125,165.16290283203125,706.9732666015625,3.4017053985663495
[568] Kidney_1cell_568.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,251,110600.3671875,211.6695556640625,1114.1358642578125,2.7180981706730454
[306] Kidney_1cell_306.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,884,81842.90625,114.64970397949219,424.6703643798828,2.853608105081448
[741] Kidney_1cell_741.htrms.PG.Quantity,kidney768,Proximal straight tubule,1515,80174.015625,82.47637176513672,309.7427978515625,2.9877040888153372
[30] Kidney_1cell_030.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,84,67983.40625,350.1401062011719,995.5119934082031,2.288161061608207
[326] Kidney_1cell_326.htrms.PG.Quantity,kidney768,Proximal straight tubule,326,21616.88671875,159.9364776611328,662.7017822265625,2.130845619521401
[35] Kidney_1cell_035.htrms.PG.Quantity,kidney768,Descending vasa recta,294,449125.5625,203.64328002929688,638.6139526367188,3.3434976906483054
[683] Kidney_1cell_683.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,263,196090.59375,200.05819702148438,963.6065063476562,2.9913004110313834
[210] Kidney_1cell_210.htrms.PG.Quantity,kidney768,Proximal straight tubule,1377,100657.7890625,89.7247543334961,354.57794189453125,3.0499351090263422
[744] Kidney_1cell_744.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,307,314506.90625,191.51516723632812,938.3355102539062,3.2154270124936004
[362] Kidney_1cell_362.htrms.PG.Quantity,kidney768,CD-intercalated cells (type B),1262,221731.953125,97.07270812988281,355.2651672363281,3.358731136775885
[585] Kidney_1cell_585.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,485,576253.1875,185.4190216064453,733.439208984375,3.492459055549597
[748] Kidney_1cell_748.htrms.PG.Quantity,kidney768,Proximal straight tubule,1383,177085.609375,93.00096893310547,335.26092529296875,3.2796957969779728
[425] Kidney_1cell_425.htrms.PG.Quantity,kidney768,DCT2,1132,221561.859375,110.40975189208984,404.53135681152344,3.302487567190172
[586] Kidney_1cell_586.htrms.PG.Quantity,,,7,3238.7265625,1338.7618408203125,1849.5384521484375,0.38367095815193775
[765] Kidney_1cell_765.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,539,641934.125,235.54507446289062,758.8822631835938,3.435416436207437
[351] Kidney_1cell_351.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,436,138491.765625,171.7620086669922,520.5321655273438,2.9064968417962316
[101] Kidney_1cell_101.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,831,274449.84375,166.44143676757812,563.2069091796875,3.217201531780102
[307] Kidney_1cell_307.htrms.PG.Quantity,kidney768,Descending vasa recta,578,23413.224609375,168.40328979492188,625.7819213867188,2.143110660166653
[521] Kidney_1cell_521.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,175,102071.34375,207.47958374023438,790.5968017578125,2.6919284642025065
[392] Kidney_1cell_392.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,462,602918.875,195.72898864746094,628.8299560546875,3.48860372805474
[367] Kidney_1cell_367.htrms.PG.Quantity,kidney768,CNT,463,60741.79296875,150.7572784423828,693.2178955078125,2.605209318509313
[252] Kidney_1cell_252.htrms.PG.Quantity,kidney768,Proximal straight tubule,1090,50992.47265625,107.80596923828125,451.3157958984375,2.6748632631940343
[766] Kidney_1cell_766.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,1275,65936.7421875,100.9002914428711,341.36688232421875,2.8152350649844315
[506] Kidney_1cell_506.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,377,393196.5,148.51722717285156,758.1751098632812,3.4228328110265758
[715] Kidney_1cell_715.htrms.PG.Quantity,kidney768,Proximal straight tubule,383,284106.625,194.5498046875,732.1343383789062,3.164450561885166
[120] Kidney_1cell_120.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,599,107188.3828125,206.36181640625,712.22216796875,2.715518376725122
[558] Kidney_1cell_558.htrms.PG.Quantity,kidney768,Proximal straight tubule,1036,419449.625,117.7498779296875,454.47010803222656,3.551719344889312
[730] Kidney_1cell_730.htrms.PG.Quantity,kidney768,CNT,807,611985.375,160.5901336669922,522.9326171875,3.581022184073071
[221] Kidney_1cell_221.htrms.PG.Quantity,kidney768,Proximal straight tubule,1138,392840.5,108.109130859375,434.07562255859375,3.5603538792703544
[247] Kidney_1cell_247.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,206,19077.759765625,183.27239990234375,629.1020202636719,2.0174303088279504
[712] Kidney_1cell_712.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,327,53739.9140625,189.02825927734375,855.3800048828125,2.4537702325772424
[758] Kidney_1cell_758.htrms.PG.Quantity,kidney768,Proximal straight tubule,1371,239485.46875,85.03407287597656,313.6988830566406,3.4496861859091297
[109] Kidney_1cell_109.htrms.PG.Quantity,kidney768,Proximal straight tubule,1201,71488.2578125,110.63011169433594,449.7520751953125,2.8103613624613213
[180] Kidney_1cell_180.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,645,565312.125,132.39990234375,538.271240234375,3.6304006356761227
[620] Kidney_1cell_620.htrms.PG.Quantity,kidney768,Juxtaglomerular cells,593,761661.6875,164.2267608642578,611.4752807617188,3.6663181834713026
[637] Kidney_1cell_637.htrms.PG.Quantity,,,2,2119.283935546875,1028.09765625,1573.6907958984375,0.3141547770392012
[459] Kidney_1cell_459.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,218,220112.390625,192.7213897705078,896.6536865234375,3.0577145718349326
[668] Kidney_1cell_668.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,186,156884.421875,306.69573974609375,926.7716979980469,2.7088720783447187
[443] Kidney_1cell_443.htrms.PG.Quantity,kidney768,Proximal straight tubule,396,225284.875,153.6667938232422,649.263671875,3.166152005337599
[693] Kidney_1cell_693.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,244,815870.0625,265.033935546875,873.5045166015625,3.4883195118905506
[269] Kidney_1cell_269.htrms.PG.Quantity,kidney768,CNT,872,79565.578125,117.8953628540039,435.7030944824219,2.829228499272489
[366] Kidney_1cell_366.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,503,1283948.625,282.64117431640625,1044.7222900390625,3.657312217696884
[592] Kidney_1cell_592.htrms.PG.Quantity,kidney768,CNT,627,693668.625,151.9915008544922,683.551513671875,3.6593327480711815
[364] Kidney_1cell_364.htrms.PG.Quantity,kidney768,CNT,949,237234.453125,122.62397003173828,475.5938720703125,3.286602388475997
[36] Kidney_1cell_036.htrms.PG.Quantity,kidney768,CNT,498,114912.7578125,217.55062866210938,688.4938354492188,2.722807904863768
[143] Kidney_1cell_143.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,666,165866.84375,189.99282836914062,600.2423095703125,2.9410223726129208
[522] Kidney_1cell_522.htrms.PG.Quantity,kidney768,Descending vasa recta,582,73103.140625,189.61288452148438,715.6823425292969,2.5860681902658884
[450] Kidney_1cell_450.htrms.PG.Quantity,kidney768,CNT,492,92489.2890625,199.92674255371094,713.2959899902344,2.6652205511676157
[138] Kidney_1cell_138.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,711,97430.328125,176.52601623535156,587.9636840820312,2.741885444819379
[336] Kidney_1cell_336.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,854,378388.875,148.45301818847656,537.8244934082031,3.406349327604222
[147] Kidney_1cell_147.htrms.PG.Quantity,kidney768,Descending vasa recta,341,286633.96875,194.74566650390625,717.4440307617188,3.167859854487513
[552] Kidney_1cell_552.htrms.PG.Quantity,kidney768,Proximal straight tubule,1399,134543.53125,85.81742095947266,343.3771667480469,3.195287363360772
[511] Kidney_1cell_511.htrms.PG.Quantity,kidney768,Proximal straight tubule,399,268122.75,191.14984130859375,765.6527099609375,3.1469597232776625
[294] Kidney_1cell_294.htrms.PG.Quantity,kidney768,Proximal straight tubule,407,189859.9375,142.30059814453125,587.5389404296875,3.1252266079759785
[94] Kidney_1cell_094.htrms.PG.Quantity,kidney768,Descending vasa recta,441,258832.8125,223.47177124023438,811.2632446289062,3.0637966602103686
[665] Kidney_1cell_665.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,991,142036.296875,153.49948120117188,485.23199462890625,2.966292429006484
[293] Kidney_1cell_293.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,231,27342.123046875,163.8505401611328,955.4434814453125,2.222384355965676
[344] Kidney_1cell_344.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,191,2861581.0,179.16661071777344,1075.9190673828125,4.2033489653218234
[372] Kidney_1cell_372.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,488,57727.40234375,174.2403106689453,630.8368835449219,2.5202333785091864
[182] Kidney_1cell_182.htrms.PG.Quantity,kidney768,Proximal straight tubule,449,79845.625,187.49887084960938,669.8424072265625,2.6292524680516434
[436] Kidney_1cell_436.htrms.PG.Quantity,kidney768,Proximal straight tubule,1159,72207.515625,113.40894317626953,439.1039733886719,2.803935099495113
[39] Kidney_1cell_039.htrms.PG.Quantity,kidney768,Descending vasa recta,186,61950.15625,364.2669372558594,979.3717346191406,2.2306226518603904
[402] Kidney_1cell_402.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,463,29537.798828125,215.2266082763672,809.940185546875,2.137482166576325
[160] Kidney_1cell_160.htrms.PG.Quantity,kidney768,CNT,433,261660.484375,178.3440399169922,660.767578125,3.1664795407847075
[284] Kidney_1cell_284.htrms.PG.Quantity,kidney768,Proximal straight tubule,796,178390.328125,127.33668518066406,550.3882751464844,3.14641776417111
[760] Kidney_1cell_760.htrms.PG.Quantity,kidney768,Proximal straight tubule,287,21349.80078125,192.5903778076172,763.216552734375,2.044759241773835
[433] Kidney_1cell_433.htrms.PG.Quantity,kidney768,CNT,407,263921.5625,189.24325561523438,989.5440063476562,3.1444544629525217
[58] Kidney_1cell_058.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,643,231959.15625,151.28863525390625,579.5132446289062,3.1856052151272625
[141] Kidney_1cell_141.htrms.PG.Quantity,kidney768,Proximal straight tubule,465,56856.359375,172.8292694091797,788.2742919921875,2.51716175342815
[359] Kidney_1cell_359.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,81,116374.8984375,157.8218994140625,1138.291259765625,2.8676920490855338
[358] Kidney_1cell_358.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,634,105331.7109375,165.73252868652344,619.0791931152344,2.803151381914861
[717] Kidney_1cell_717.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,557,30337.92578125,202.4859161376953,734.5076293945312,2.1755910631943762
[212] Kidney_1cell_212.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,953,175950.125,133.2292938232422,570.4219360351562,3.1207898537683296
[597] Kidney_1cell_597.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,603,161097.40625,187.22718811035156,728.9420166015625,2.9347196332581302
[153] Kidney_1cell_153.htrms.PG.Quantity,kidney768,Proximal straight tubule,385,35036.609375,180.17718505859375,698.6441650390625,2.2888222736396613
[86] Kidney_1cell_086.htrms.PG.Quantity,kidney768,Thick ascending limb of LOH,203,22979.771484375,271.81134033203125,1111.46484375,1.927078133539017
[584] Kidney_1cell_584.htrms.PG.Quantity,kidney768,Proximal convoluted tubule,1033,717831.3125,124.68534851074219,455.8810729980469,3.7602069752296505
[670] Kidney_1cell_670.htrms.PG.Quantity,kidney768,Proximal straight tubule,1604,52849.328125,77.07649230957031,292.68003845214844,2.8361175284470543
[341] Kidney_1cell_341.htrms.PG.Quantity,kidney768,Proximal straight tubule,325,176855.59375,177.9605712890625,649.9837646484375,2.9972950093794486
[291] Kidney_1cell_291.htrms.PG.Quantity,kidney768,CD-intercalated cells (type B),863,115562.703125,137.51092529296875,414.3726806640625,2.92448048747355
[130] Kidney_1cell_130.htrms.PG.Quantity,kidney768,Descending vasa recta,573,254077.484375,203.8089599609375,793.4707641601562,3.0957429080305006
[530] Kidney_1cell_530.htrms.PG.Quantity,kidney768,Descending vasa recta,340,118846.21875,216.88217163085938,719.8021545410156,2.738761515465164
[177] Kidney_1cell_177.htrms.PG.Quantity,kidney768,Descending vasa recta,306,791196.6875,200.36148071289062,641.2630004882812,3.596470227778347
[456] Kidney_1cell_456.htrms.PG.Quantity,kidney768,Proximal straight tubule,325,235137.140625,145.3754425048828,688.6632690429688,3.208830182997392
[643] Kidney_1cell_643.htrms.PG.Quantity,kidney768,Descending vasa recta,601,103372.765625,199.87847900390625,739.8942260742188,2.7136400995275887
[510] Kidney_1cell_510.htrms.PG.Quantity,kidney768,Proximal straight tubule,779,46367.6015625,160.13182067871094,606.9837036132812,2.4617369903572683
[219] Kidney_1cell_219.htrms.PG.Quantity,,,25,241373.234375,220.55511474609375,698.59033203125,3.039171976307343
[275] Kidney_1cell_275.htrms.PG.Quantity,kidney768,Descending vasa recta,180,20243.76953125,227.34103393554688,798.5187683105469,1.9496135535505719
[606] Kidney_1cell_606.htrms.PG.Quantity,kidney768,Proximal straight tubule,889,636413.5,133.9674835205078,538.4534912109375,3.676739984048348
[703] Kidney_1cell_703.htrms.PG.Quantity,kidney768,Proximal straight tubule,793,697285.5,149.0725555419922,598.3360595703125,3.6700129375638384
[743] Kidney_1cell_743.htrms.PG.Quantity,kidney768,Unknown,150,501374.78125,399.14483642578125,1436.9993286132812,3.099031970154362
